id,title,company,location,city,state,url,source,source_url,scraped_at,description,platform
Integritus Healthcare_3813254492799470536,REGISTERED NURSE,Integritus Healthcare,"Peabody, MA",Peabody,MA,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=bac81971-3885-41fd-9ae0-7ed79c32ab7c,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T15:13:19.757120,"REGISTERED NURSE
Jul 7, 2025
Job Category: Operations Group
Requisition Number: REGIS003129
Schedule: Full Time
Job Location Type: On-site

Pilgrim Rehab


Peabody, MA 01960, USA





















































































+8 more
We are looking for a Registered Nurse (RN) to join our caring, compassionate team. Registered Nurses plan, monitor, and provide nursing care to the residents within the facility. The successful candidate will work within their e...",ultipro
Integritus Healthcare_2962130818048477039,LICENSED PRACTICAL NURSE,Integritus Healthcare,"Peabody, MA",Peabody,MA,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=ddf727ed-a04a-4c5b-8f6c-eee2d1172628,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T15:13:20.151307,"LICENSED PRACTICAL NURSE
Jul 7, 2025
Job Category: Operations Group
Requisition Number: LICEN003130
Schedule: Full Time
Job Location Type: On-site

Pilgrim Rehab


Peabody, MA 01960, USA











































































+7 more
We are looking for a Licensed Practical Nurse (LPN) to join our caring, compassionate team. Licensed Nurses plan, monitor, and provide nursing care to the residents within the facility. The successful candidate will work within th...",ultipro
Integritus Healthcare_7740935203803830003,INFECTION CONTROL NURSE,Integritus Healthcare,"Peabody, MA",Peabody,MA,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=5007861b-6217-4d05-b0e9-e983c41ccc8f,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T15:13:20.557333,"INFECTION CONTROL NURSE
Jul 7, 2025
Job Category: Operations Group
Requisition Number: INFEC003131
Schedule: Full Time
Job Location Type: On-site

Pilgrim Rehab


Peabody, MA 01960, USA





















































































+8 more
The Infection Preventionist will use a systematic approach to monitor the effectiveness of infection prevention and control strategies that are consistent with the organization’s goals and objectives. This includes applyi...",ultipro
Integritus Healthcare_658142382469927292,LICENSED PRACTICAL NURSE - SIGN-ON BONUS!,Integritus Healthcare,"New Bedford, MA",New Bedford,MA,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=28b3800a-47e3-4884-8c91-7040d8338f1c,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T15:13:20.845990,"LICENSED PRACTICAL NURSE - SIGN-ON BONUS!
Jul 7, 2025
Job Category: Operations Group
Requisition Number: LICEN003133
Schedule: Full Time
Job Location Type: On-site

Hathaway Manor


New Bedford, MA 02740, USA

































































+6 more
We are looking for a Licensed Practical Nurse (LPN) to join our caring, compassionate team. Licensed Nurses plan, monitor, and provide nursing care to the residents within the facility. The successful candidate will wo...",ultipro
Integritus Healthcare_4412839954219412673,REGISTERED NURSE - SIGN-ON BONUS!,Integritus Healthcare,"New Bedford, MA",New Bedford,MA,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=c9fd0bca-cd2d-4cc9-8900-628fa054590f,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T15:13:21.147292,"REGISTERED NURSE - SIGN-ON BONUS!
Jul 7, 2025
Job Category: Operations Group
Requisition Number: REGIS003135
Schedule: Full Time
Job Location Type: On-site

Hathaway Manor


New Bedford, MA 02740, USA

































































+6 more
We are looking for a Registered Nurse (RN) to join our caring, compassionate team. Registered Nurses plan, monitor, and provide nursing care to the residents within the facility. The successful candidate will work within their...",ultipro
Integritus Healthcare_7329262304692151232,COOK-,Integritus Healthcare,"Lenox, MA",Lenox,MA,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=6ca1efd1-a2be-4c95-9121-c04ce6949769,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T15:13:21.390384,"COOK-
Jul 7, 2025
Job Category: Operations Group
Requisition Number: COOKP002989
Schedule: Full Time
Job Location Type: On-site

Kimball Farms Lifecare Retirement Community


Lenox, MA 01240, USA





Bring your skills to the table - Kimball Farms is Hiring a cook! Cooks provide assistance to the Food Service Director in planning, organizing, developing and directing the comprehensive operation of the dietary department. This position is responsible for training and supervising production and ki...",ultipro
Integritus Healthcare_7282662755652744081,DIET AIDE,Integritus Healthcare,"Holyoke, MA",Holyoke,MA,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=d41ce444-1cf1-4c34-a315-dcda93c739bc,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T15:13:21.613505,"DIET AIDE
Jul 7, 2025
Job Category: Operations Group
Requisition Number: DIETA003180
Schedule: Part Time
Job Location Type: On-site

Day Brook Nursing Center


Holyoke, MA 01040, USA





The Diet Aide provides assistance in all dietary functions as directed/instructed and in accordance with established dietary policies and procedures.",ultipro
Integritus Healthcare_6631261749556888230,DIETARY AIDE/DISHWASHER,Integritus Healthcare,"Pittsfield, MA",Pittsfield,MA,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=52576010-8698-4309-bf1b-4f1762e115d1,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T15:13:21.870608,"DIETARY AIDE/DISHWASHER
Jul 5, 2025
Job Category: Operations Group
Requisition Number: DIETA003179
Schedule: Part Time

Hillcrest Commons


Pittsfield, MA 01201, USA















+1 more
The Dietary Aide provides assistance in all dietary functions as directed/instructed and in accordance with established dietary policies and procedures.",ultipro
Integritus Healthcare_9038067969535441359,CERTIFIED NURSING ASST. CNA,Integritus Healthcare,"South Yarmouth, MA",South Yarmouth,MA,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=f40daa24-10a7-4029-a3db-df0e84d977e4,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T15:13:22.131649,"CERTIFIED NURSING ASST. CNA
Jul 3, 2025
Job Category: Operations Group
Requisition Number: CERTI003121
Schedule: Full Time
Job Location Type: On-site

Windsor Skilled Nursing


South Yarmouth, MA 02664, USA

































































+6 more
We are looking for a skilled CNA (Certified Nursing Assistant) to become part of our facility’s compassionate care-giving team. The CNA will interact directly with residents, providing comfort, and assisting with daily l...",ultipro
Integritus Healthcare_2942896557188354910,R N QUALITY IMPROVEMENT MANAGER,Integritus Healthcare,"Pittsfield, MA",Pittsfield,MA,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=2b7f28ea-e7c4-4e9c-b0f1-cc3e6f4d5b95,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T15:13:22.475961,"R N QUALITY IMPROVEMENT MANAGER
Jul 3, 2025
Job Category: Administration Group
Requisition Number: QUALI003177
Schedule: Full Time
Job Location Type: On-site

Integritus Healthcare, Inc


Pittsfield, MA 01201, USA



















































































































+11 more
The QIM ensures regulatory compliance by supporting the preparation and maintenance for survey and ensures appropriate clinical outcomes by monitoring clinical pe...",ultipro
Integritus Healthcare_8171415219995870694,STAFF EDUCATOR RN,Integritus Healthcare,"Danvers, MA",Danvers,MA,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=7396d878-f35e-4876-b988-77bbe3c9ec9d,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T15:13:22.699279,"STAFF EDUCATOR RN
Jul 2, 2025
Job Category: Operations Group
Requisition Number: STAFF003125
Schedule: Full Time
Job Location Type: On-site

Hunt Skilled Nursing


Danvers, MA 01923, USA

































































+6 more
This position is responsible for planning, organizing, directing, coordinating, documenting, and evaluating all educational programs, including on-the-job training for the Nursing Department. Plays a key role in the assimilation of all new ...",ultipro
Integritus Healthcare_5907082638615765707,DIRECTOR OF BILLING AND COLLECTIONS,Integritus Healthcare,"Pittsfield, MA",Pittsfield,MA,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=753073d1-a7a4-45fb-9cb2-2111f3ce95e4,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T15:13:22.941331,"DIRECTOR OF BILLING AND COLLECTIONS
Jul 2, 2025
Job Category: Administration Group
Requisition Number: DIREC003172
Schedule: Full Time
Job Location Type: On-site

Integritus Healthcare, Inc


Pittsfield, MA 01201, USA























































+5 more
The position is responsible for the development of and strategic and tactical implementation of an organziational wide strategy for payer reimbursement, both private (e.g. managed care contracts) and governmental (e.g. ...",ultipro
Integritus Healthcare_1277415448259923954,First Response Security- Maintenance- 3pm- 11pm,Integritus Healthcare,"Lenox, MA",Lenox,MA,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=c23e751b-18aa-4fdc-a4b9-71c216d2e25f,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T15:13:23.240891,"First Response Security- Maintenance- 3pm- 11pm
Jul 2, 2025
Job Category: Operations Group
Requisition Number: FIRST003158
Schedule: Full Time

Kimball Farms Lifecare Retirement Community


Lenox, MA 01240, USA





Security personnel’s primary function is to maintain the safety and security of all residents and employees of the facility. Security shall also be concerned with the care of property and equipment of the facility. Has knowledge of patient/resident Bill of Rights. All responsibilitie...",ultipro
Integritus Healthcare_8594444009231564909,ACTIVITIES AIDE- Part Time,Integritus Healthcare,"Lenox, MA",Lenox,MA,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=b422c25f-d7e2-4334-95c1-b338ce9f5407,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T15:13:23.487880,"ACTIVITIES AIDE- Part Time
Jul 1, 2025
Job Category: Administration Group
Requisition Number: ACTIV003175
Schedule: Part Time
Job Location Type: On-site

Kimball Farms Nursing Care Center


Lenox, MA 01240, USA





Great opportunity to get paid to have fun! Activities Aides help to encourage socialization, provide entertainment, lead groups and more! Training is provided. Activities Aides help to encourage socialization, provide entertainment, relaxation and fulfillment, and improve daily livin...",ultipro
Integritus Healthcare_6058100493587028695,UNIT MANAGER (RN/LPN),Integritus Healthcare,"Lenox, MA",Lenox,MA,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=36342629-69ad-40a5-b0a2-f4893b486e3e,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T15:13:23.748966,"UNIT MANAGER (RN/LPN)
Jul 1, 2025
Job Category: Operations Group
Requisition Number: UNITM003085
Schedule: Full Time
Job Location Type: On-site

Kimball Farms Nursing Care Center


Lenox, MA 01240, USA



































+3 more
We are seeking a compassionate, organized, and experienced Unit Manager (RN/ LPN) to join our leadership team. This role oversees the clinical operations of two 18-bed units, ensuring the delivery of high-quality, person-centered care in a safe and suppor...",ultipro
Integritus Healthcare_754935956504275819,CLINICAL REIMBURSEMENT COORDINATOR-RN,Integritus Healthcare,"Danvers, MA",Danvers,MA,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=0534d059-5e9a-45bd-94d3-9a2327a2b197,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T15:13:24.084916,"CLINICAL REIMBURSEMENT COORDINATOR-RN
Jun 30, 2025
Job Category: Administration Group
Requisition Number: CLINI003173
Schedule: Full Time
Job Location Type: On-site

Hunt Skilled Nursing


Danvers, MA 01923, USA





The primary purpose of this position is to manage all aspects of the MDS process including Medicare and long term care assessments, scheduling and completion. Works closely with clinical and administrative staff regarding Medicare admissions. Responsible for resident chart audits an...",ultipro
Integritus Healthcare_1421870305220123213,MEDICAL RECORDS COORDINATOR,Integritus Healthcare,"Pittsfield, MA",Pittsfield,MA,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=08dd089a-9b66-4f28-8914-818b095cb4e3,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T15:13:24.357509,"MEDICAL RECORDS COORDINATOR
Jun 30, 2025
Job Category: Operations Group
Requisition Number: MEDIC003163
Schedule: Full Time
Job Location Type: On-site

Mt. Greylock Extended Care Facility


Pittsfield, MA 01201, USA





Under the general supervision of the Administrator, and in compliance with all applicable organizational policies, standards and regulatory requirements, the individual is responsible for maintaining medical records to document history, treatments and orders, and to identify, co...",ultipro
Integritus Healthcare_8054378276048036818,Cook,Integritus Healthcare,"Pittsfield, MA",Pittsfield,MA,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=3d7a8948-1ca0-4f65-aa0a-547a1a316db5,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T15:13:24.946994,"Cook
Jun 27, 2025
Job Category: Operations Group
Requisition Number: COOK0003170
Schedule: Full Time
Job Location Type: On-site

Pittsfield. MA


Pittsfield, MA 01201, USA















+1 more
The primary function of this position is to assist the Food Service Director in planning, organizing, developing and directing the comprehensive operation of the dietary department. Following current local, state and federal guidelines and regulations, as well as established policies and procedures and a...",ultipro
Integritus Healthcare_4123471773191679166,DIET AIDE- Per Diem,Integritus Healthcare,"Lenox, MA",Lenox,MA,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=b835f11b-2449-4286-af44-8437d4ec5e3e,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T15:13:25.156864,"DIET AIDE- Per Diem
Jun 25, 2025
Job Category: Operations Group
Requisition Number: DIETA003168
Schedule: Part Time
Job Location Type: On-site

Kimball Farms Nursing Care Center


Lenox, MA 01240, USA





Summary: The Dietary Aide provides assistance in all dietary functions as directed/instructed and in accordance with established dietary policies and procedures.",ultipro
