id,title,company,location,city,state,url,source,source_url,scraped_at,description
Artis Senior Living_617790339159847729,Caregiver - Part Time,Artis Senior Living,"Artis Senior Living


Mason, OH 45040, USA",Mason,OH,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=6e41ef11-f4ea-48b1-b227-fd3928c1ebe8,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-08T06:25:13.414863,"Caregiver - Part Time
Jun 21, 2025
Job Category: Care Partner
Requisition Number: CAREG003453
Schedule: Part Time

Artis Senior Living


Mason, OH 45040, USA





The Caregiver will provide assistance with daily living activities for residents with Alzheimer's/Dementia. You may be required to respon..."
Artis Senior Living_1832486646909139316,Caregiver,Artis Senior Living,"Artis Senior Living


Mason, OH 45040, USA",Mason,OH,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=436aeb64-e32f-4b15-b356-30e7b2fd5566,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-08T06:25:14.078977,"Caregiver
Jun 21, 2025
Job Category: Care Partner
Requisition Number: CAREG003452
Schedule: Full Time

Artis Senior Living


Mason, OH 45040, USA





The Caregiver will provide assistance with daily living activities for residents with Alzheimer's/Dementia. You may be required to respond to emergen..."
Artis Senior Living_8414871891152636685,Life Enrichment Assistant / Activities Assistant,Artis Senior Living,"Artis Senior Living


Spring Valley, NY 10977, USA",Spring Valley,NY,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=2f32ee76-635e-4cac-9aa8-4651b603d8a9,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-08T06:25:14.910827,"Life Enrichment Assistant / Activities Assistant
Jun 20, 2025
Job Category: General
Requisition Number: LIFEE003450
Schedule: Full Time

Artis Senior Living


Spring Valley, NY 10977, USA





The Life Enrichment Assistant / Activities Assistant will engage residents in daily programming and enterta..."
Artis Senior Living_2793069976465381269,Licensed Practical Nurse (LPN),Artis Senior Living,"Artis Senior Living


Spring Valley, NY 10977, USA",Spring Valley,NY,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=ba10f91d-55af-4d4c-bd51-303420b9dbc1,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-08T06:25:15.510601,"Licensed Practical Nurse (LPN)
Jun 20, 2025
Job Category: CHW
Requisition Number: LICEN003447
Schedule: Full Time

Artis Senior Living


Spring Valley, NY 10977, USA





The Licensed Practical Nurse (LPN) will provide clinical monitoring and support for residents with Alzheimer's/Dementia. Ensures ..."
Artis Senior Living_5946059597025579112,CNA / Certified Home Health Aide (CHHA) - Part Time,Artis Senior Living,"Artis Senior Living


Princeton, NJ 08540, USA",Princeton,NJ,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=389907b9-95dd-44f8-9c88-4c56c01593ec,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-08T06:25:16.247677,"CNA / Certified Home Health Aide (CHHA) - Part Time
Jun 20, 2025
Job Category: Care Partner
Requisition Number: CNACE003445
Schedule: Part Time

Artis Senior Living


Princeton, NJ 08540, USA





The CNA / Certified Home Health Aide (HHA) will provide assistance with daily living activities for res..."
Artis Senior Living_9061009737922618819,Life Enrichment Assistant / Activities Assistant - Part Time,Artis Senior Living,"Artis Senior Living


Olney, MD 20832, USA",Olney,MD,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=ca49b2e0-ca78-40b3-84a4-08d1cc060705,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-08T06:25:17.140445,"Life Enrichment Assistant / Activities Assistant - Part Time
Jun 19, 2025
Job Category: General
Requisition Number: LIFEE003444
Schedule: Part Time

Artis Senior Living


Olney, MD 20832, USA





The Life Enrichment Assistant will engage residents in daily programming and entertainment. Assists the..."
Artis Senior Living_156487555326435954,Licensed Practical Nurse (LPN) - Part Time,Artis Senior Living,"Artis Senior Living


Branford, CT 06405, USA",Branford,CT,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=7f1a0579-55ef-4052-868f-3e2dc559effc,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-08T06:25:17.856585,"Licensed Practical Nurse (LPN) - Part Time
Jun 19, 2025
Job Category: CHW
Requisition Number: LICEN003443
Schedule: Part Time

Artis Senior Living


Branford, CT 06405, USA





The Licensed Practical Nurse (LPN) will provide clinical monitoring and support for residents with Alzheimer's/Dementia. E..."
Artis Senior Living_4989302504327222679,Licensed Practical Nurse (LPN) - Overnight / NOC,Artis Senior Living,"Artis Senior Living


Branford, CT 06405, USA",Branford,CT,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=e713111d-aa61-4cbb-982a-86bf87981f11,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-08T06:25:18.551817,"Licensed Practical Nurse (LPN) - Overnight / NOC
Jun 19, 2025
Job Category: CHW
Requisition Number: LICEN003442
Schedule: Full Time

Artis Senior Living


Branford, CT 06405, USA





The Licensed Practical Nurse (LPN) will provide clinical monitoring and support for residents with Alzheimer's/Demen..."
Artis Senior Living_657919598688719953,CNA / Home Health Aide - Part Time,Artis Senior Living,"Artis Senior Living


Branford, CT 06405, USA",Branford,CT,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=221eb694-50ed-4939-9e9c-3f51c90511b5,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-08T06:25:19.336926,"CNA / Home Health Aide - Part Time
Jun 19, 2025
Job Category: Care Partner
Requisition Number: CNAHO003441
Schedule: Part Time

Artis Senior Living


Branford, CT 06405, USA





The CNA / Home Health Aide will provide assistance with daily living activities for residents with Alzheimer's/Dementia. ..."
Artis Senior Living_7717274643259218721,CNA / Home Health Aide,Artis Senior Living,"Artis Senior Living


Branford, CT 06405, USA",Branford,CT,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=a5b33854-ee8b-44a4-8c8f-b9c8251167e5,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-08T06:25:19.869360,"CNA / Home Health Aide
Jun 19, 2025
Job Category: Care Partner
Requisition Number: CNAHO003439
Schedule: Full Time

Artis Senior Living


Branford, CT 06405, USA





The CNA / Home Health Aide will provide assistance with daily living activities for residents with Alzheimer's/Dementia. You may be r..."
Artis Senior Living_8580293519594217394,Housekeeper,Artis Senior Living,"Artis Senior Living


Princeton, NJ 08540, USA",Princeton,NJ,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=9e89b7f9-a0e2-4297-813a-3ae2a87bbefd,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-08T06:25:20.397560,"Housekeeper
Jun 19, 2025
Job Category: General
Requisition Number: HOUSE003438
Schedule: Full Time

Artis Senior Living


Princeton, NJ 08540, USA





The Housekeeper is responsible for keeping all areas of the community clean, sanitized, and safe for residents, guests, and team members, at all tim..."
Artis Senior Living_1595834534836463153,Certified Medication Aide / Med Tech - Part Time,Artis Senior Living,"Artis Senior Living


Princeton, NJ 08540, USA",Princeton,NJ,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=7ea07f4a-5843-45ac-86fd-582a9e68c15c,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-08T06:25:20.918049,"Certified Medication Aide / Med Tech - Part Time
Jun 19, 2025
Job Category: Care Partner
Requisition Number: CERTI003435
Schedule: Part Time

Artis Senior Living


Princeton, NJ 08540, USA





The Certified Medication Aide / Med Tech will administer medications to residents and observe, record, and..."
Artis Senior Living_2617785271968221233,Licensed Practical Nurse (LPN) - Part Time,Artis Senior Living,"Artis Senior Living


Princeton, NJ 08540, USA",Princeton,NJ,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/OpportunityDetail?opportunityId=152b70a0-4695-4f1f-86d6-40c6c75017de,Artis Senior Living,https://recruiting.ultipro.com/ART1008ARTH/JobBoard/dc78aa87-cca0-413e-a32b-450fecf2bffb/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-08T06:25:21.431989,"Licensed Practical Nurse (LPN) - Part Time
Jun 19, 2025
Job Category: CHW
Requisition Number: LICEN003434
Schedule: Part Time

Artis Senior Living


Princeton, NJ 08540, USA





The Licensed Practical Nurse (LPN) will provide clinical monitoring and support for residents with Alzheimer's/Dementia. ..."
Monarch Communities_3067512435385234245,Assistant Wellness Director - Registered Nurse,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000067508762-assistant-wellness-director-registered-nurse-,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:34.006340,"Assistant Wellness Director - Registered Nurse
Full-time"
Monarch Communities_1360765655575061863,Memory Care Director,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000063258676-memory-care-director,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:34.372138,"Memory Care Director
Full-time"
Monarch Communities_2446547603365213742,Director of Nursing (RN or LPN) -Sign on Bonus,Monarch Communities,OR,,OR,https://jobs.smartrecruiters.com/MonarchCommunities/744000061885046-director-of-nursing-rn-or-lpn-sign-on-bonus,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:34.719778,"Director of Nursing (RN or LPN) -Sign on Bonus
Full-time"
Monarch Communities_1437335095651566136,Dining Server,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000061258184-dining-server,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:35.084797,"Dining Server
Full-time"
Monarch Communities_8265962940005173343,Business Office Manager,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000060635455-business-office-manager,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:35.455712,"Business Office Manager
Full-time"
Monarch Communities_389271277450207671,Part-time Concierge,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000054817575-part-time-concierge-,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:35.859502,"Part-time Concierge
Full-time"
Monarch Communities_1986537433659590010,Wellness Nurse (LPN),Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000054056764-wellness-nurse-lpn-,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:36.211004,"Wellness Nurse (LPN)
Full-time"
Monarch Communities_2929299495399545614,Activities Director,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000045734886-activities-director,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:36.578019,"Activities Director
Full-time"
Monarch Communities_2782610055607538472,Health and Wellness Director -Sign on Bonus,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000044960296-health-and-wellness-director-sign-on-bonus,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:37.093962,"Health and Wellness Director -Sign on Bonus
Full-time"
Monarch Communities_8803034512697283727,Show more jobs,Monarch Communities,Location not specified,,,https://careers.smartrecruiters.com/MonarchCommunities?search=&page=0&location=Beverly%2C%20MA%2C%20US,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:37.874536,Show more jobs
Monarch Communities_6531103482659837888,Caregiver (CNA/CHHA),Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000067080856-caregiver-cna-chha-,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:38.726560,"Caregiver (CNA/CHHA)
Full-time"
Monarch Communities_4237099903710932483,Wellness Nurse (LPN) FT 11p-7a,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000065545416-wellness-nurse-lpn-ft-11p-7a,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:39.090684,"Wellness Nurse (LPN) FT 11p-7a
Full-time"
Monarch Communities_7873472174015697144,Care Manager (CNA/CHHA) Full Time 7a-3p,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000065051875-care-manager-cna-chha-full-time-7a-3p,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:39.514469,"Care Manager (CNA/CHHA) Full Time 7a-3p
Full-time"
Monarch Communities_1772489507459944781,Wellness Nurse (LPN) PT 11p-7a,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000065049010-wellness-nurse-lpn-pt-11p-7a,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:40.333989,"Wellness Nurse (LPN) PT 11p-7a
Part-time"
Monarch Communities_7090912792042721427,Health and Wellness Director (RN),Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000064757393-health-and-wellness-director-rn-,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:40.723667,"Health and Wellness Director (RN)
Full-time"
Monarch Communities_750796184520688656,Wellness Nurse (LPN) PT all shifts,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000055673845-wellness-nurse-lpn-pt-all-shifts,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:41.126814,"Wellness Nurse (LPN) PT all shifts
Part-time"
Monarch Communities_497451080571811096,Care Manager-CNA/CHHA,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000065587316-care-manager-cna-chha,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:41.518409,"Care Manager-CNA/CHHA
Full-time"
Monarch Communities_8271422251164560444,LPN (Licensed Practical Nurse),Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000065588027-lpn-licensed-practical-nurse-,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:41.913000,"LPN (Licensed Practical Nurse)
Part-time"
Monarch Communities_2349189378046506375,Caregiver Full-Time,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000068655635-caregiver-full-time,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:42.314858,"Caregiver Full-Time
Full-time"
Monarch Communities_7385277662052616057,Activities Assistant,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000049327563-activities-assistant,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:42.662332,"Activities Assistant
Full-time"
Monarch Communities_901694074544530826,Med Tech,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000064156625-med-tech,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:43.073935,"Med Tech
Full-time"
Monarch Communities_4171076557893120690,Life Enrichment Assistant / Activities,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000064156425-life-enrichment-assistant-activities-,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:43.526888,"Life Enrichment Assistant / Activities
Full-time"
Monarch Communities_4674426105360500197,Dishwasher,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000064155681-dishwasher,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:43.974055,"Dishwasher
Part-time"
Monarch Communities_5156450790786401727,Concierge - Part Time,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000064156085-concierge-part-time,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:44.339789,"Concierge - Part Time
Part-time"
Monarch Communities_8025411462768576636,Care Manager (CNA/CHHA),Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000063733415-care-manager-cna-chha-,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:45.130758,"Care Manager (CNA/CHHA)
Full-time"
Monarch Communities_2521636885554962074,Executive Chef,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000063120015-executive-chef,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:45.750829,"Executive Chef
Part-time"
Monarch Communities_3225439381666566941,Director of Sales,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000068186516-director-of-sales,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:56.420149,"Director of Sales
Full-time"
Monarch Communities_2606021641370989632,Assessment Nurse P/T(RN),Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000064554062-assessment-nurse-p-t-rn-,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:56.819328,"Assessment Nurse P/T(RN)
Part-time"
Monarch Communities_7995970251795379317,Executive Director-Floating,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000060541265-executive-director-floating,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:57.206832,"Executive Director-Floating
Full-time"
Monarch Communities_677113213101892387,Care Manager- HHA,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000059426916-care-manager-hha-,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:57.681584,"Care Manager- HHA
Full-time"
Monarch Communities_7501587012959471489,"Wellness Nurse (LPN) PT - 24 hours, days or eves",Monarch Communities,"Wellness Nurse (LPN) PT - 24 hours, OR",Wellness Nurse (LPN) PT - 24 hours,OR,https://jobs.smartrecruiters.com/MonarchCommunities/744000057011278-wellness-nurse-lpn-pt-24-hours-days-or-eves,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:58.130848,"Wellness Nurse (LPN) PT - 24 hours, days or eves
Part-time"
Monarch Communities_2716230583133690530,LPN - Part Time,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000019214565-lpn-part-time,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:26:58.972472,"LPN - Part Time
Full-time"
Monarch Communities_6889021569750563006,Caregiver/ Nurse's Assistant $21,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000068455758-caregiver-nurse-s-assistant-21,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:27:00.234536,"Caregiver/ Nurse's Assistant $21
Full-time"
Monarch Communities_2602697522887543240,Wellness Nurse (LPN) 7pm-7am,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000068172115-wellness-nurse-lpn-7pm-7am,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:27:00.595596,"Wellness Nurse (LPN) 7pm-7am
Full-time"
Monarch Communities_8554678968614688073,Dining Server $15/HR,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000065101565-dining-server-15-hr,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:27:00.959188,"Dining Server $15/HR
Full-time"
Monarch Communities_5325856220516398200,Chauffeur,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000064605065-chauffeur,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:27:01.452909,"Chauffeur
Full-time"
Monarch Communities_3852862338950597630,Concierge/Front Desk,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000068111805-concierge-front-desk,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:27:02.274415,"Concierge/Front Desk
Full-time"
Monarch Communities_1711652414006458588,Dining Room Manager,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000068111545-dining-room-manager,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:27:02.745079,"Dining Room Manager
Full-time"
Monarch Communities_8189800720230138658,"Dining Server - Full Time, Part Time & Per Diem",Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000061083639-dining-server-full-time-part-time-per-diem,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:27:03.655359,"Dining Server - Full Time, Part Time & Per Diem
Full-time"
Monarch Communities_3757788776995968449,LPN (Licensed Practical Nurse) - Part Time & Per Diem,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000061082041-lpn-licensed-practical-nurse-part-time-per-diem,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:27:04.108401,"LPN (Licensed Practical Nurse) - Part Time & Per Diem
Part-time"
Monarch Communities_7227991678882579717,Care Manager (CNA/CHHA) - PER - DIEM,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000061081936-care-manager-cna-chha-per-diem,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:27:04.472920,"Care Manager (CNA/CHHA) - PER - DIEM
Part-time"
Monarch Communities_6088814810424717852,Care Manager (CNA/CHHA) - PART - TIME,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000061082858-care-manager-cna-chha-part-time,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:27:04.818282,"Care Manager (CNA/CHHA) - PART - TIME
Part-time"
Monarch Communities_1659134669455316766,Reflections Coordinator (LPN),Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000063711802-reflections-coordinator-lpn-,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:27:07.004917,"Reflections Coordinator (LPN)
Full-time"
Monarch Communities_7310345641554833338,Caregiver/HHA,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000049874281-caregiver-hha,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:27:07.722570,"Caregiver/HHA
Part-time"
Monarch Communities_124916560607947680,Wellness Nurse (LPN) PT Saturday/Sunday evening or day shift,Monarch Communities,OR,,OR,https://jobs.smartrecruiters.com/MonarchCommunities/744000048818511-wellness-nurse-lpn-pt-saturday-sunday-evening-or-day-shift,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:27:08.158235,"Wellness Nurse (LPN) PT Saturday/Sunday evening or day shift
Full-time"
Monarch Communities_4675011425229841753,Cook,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000063372025-cook,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:27:17.530040,"Cook
Full-time"
Monarch Communities_5038433273213566575,Executive Director (LNHA),Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000060837589-executive-director-lnha-,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:27:18.016439,"Executive Director (LNHA)
Full-time"
Monarch Communities_7028130646412465626,Registered Nurse (RN),Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000054373025-registered-nurse-rn-,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:27:19.011832,"Registered Nurse (RN)
Full-time"
Monarch Communities_6628260405017666308,Culinary Services Director,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000066014161-culinary-services-director,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:27:20.821686,"Culinary Services Director
Full-time"
Monarch Communities_1947348673503567346,Cook (Full-Time),Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000066014035-cook-full-time-,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:27:21.256977,"Cook (Full-Time)
Full-time"
Monarch Communities_1040722420144318024,Care Manager,Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000054055085-care-manager-,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:27:22.063824,"Care Manager
Part-time"
Monarch Communities_8422519048496170314,Executive Director (CALA),Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000065716720-executive-director-cala-,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:27:22.817841,"Executive Director (CALA)
Full-time"
Monarch Communities_7784422892157743157,Caregiver (CNA/HHA),Monarch Communities,Location not specified,,,https://jobs.smartrecruiters.com/MonarchCommunities/744000063777632-caregiver-cna-hha-,Monarch Communities,https://careers.smartrecruiters.com/MonarchCommunities,2025-07-08T06:27:23.332011,"Caregiver (CNA/HHA)
Full-time"
